respondent_id,Q6,Q7,Q8,Q9,Q11,Q12,Q13,Q14,Q16,Q17,Q18,Q19,Q20,Q21,song_position,song_from_response,Artist Name(s),Track Duration (ms),Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
8,Yes,Slovakia,1–2 years,Male,Neither home nor NL,,1- Not at all,4- Slightly increased,2,2,4,2,2,1 - Strongly Disagree,2,girl feels good (fka twigs),FKA twigs,236893,56,0.667,0.693,9,-8.785,1,0.0428,0.531,0.00598,0.101,0.366,112.031,4
8,Yes,Slovakia,1–2 years,Male,Neither home nor NL,,1- Not at all,4- Slightly increased,2,2,4,2,2,1 - Strongly Disagree,3,shapeshifter (lorde),Lorde,257065,68,0.574,0.632,0,-5.756,1,0.0618,0.41,0.00735,0.112,0.304,139.914,4
9,Yes,China,3–6 months,Male,Neither home nor NL,,1- Not at all,3- No change,2,2,5,6,5,3,1,After Hours,The Weeknd,361026,82,0.658,0.572,5,-6.099,0,0.0308,0.0811,0.0061,0.121,0.144,108.968,4
9,Yes,China,3–6 months,Male,Neither home nor NL,,1- Not at all,3- No change,2,2,5,6,5,3,2,Show Me Love,"WizTheMc, bees & honey",176965,83,0.714,0.691,1,-7.333,1,0.0434,0.0212,0.000292,0.111,0.155,107.15,4
9,Yes,China,3–6 months,Male,Music from my home country/culture,,1- Not at all,3- No change,2,2,5,6,5,3,3,Strange Weather,"YELLOW黃宣, 9m88",259386,50,0.586,0.376,6,-14.756,0,0.357,0.802,2.69e-06,0.128,0.471,77.548,4
10,No,Netherlands,,Male,,Not from the Netherlands,,,,,5,4,,,1,Nervous,The Neighbourhood,245000,76,0.589,0.614,0,-7.528,0,0.0426,0.0213,0.165,0.31,0.318,119.837,4
10,No,Netherlands,,Male,,Not from the Netherlands,,,,,5,4,,,2,Void,The Neighbourhood,203666,70,0.534,0.582,5,-7.912,1,0.0401,0.047,0.0328,0.0883,0.346,84.183,4
10,No,Netherlands,,Male,,Not from the Netherlands,,,,,5,4,,,3,A little death,The Neighbourhood,209706,72,0.53,0.763,6,-4.712,0,0.0332,0.0026,1.86e-06,0.105,0.338,88.013,4
11,No,Netherlands,,Female,,Not from the Netherlands,,,,,5,4,,,1,Diva (beyonce),Beyoncé,200320,71,0.869,0.546,6,-6.755,0,0.327,0.0512,0.0113,0.0541,0.855,146.118,4
11,No,Netherlands,,Female,,Not from the Netherlands,,,,,5,4,,,2,Sweet rally (ilysam),"ilysam, Mc Ster",69201,63,0.973,0.956,6,-4.845,0,0.134,0.0335,0.258,0.127,0.895,129.975,4
11,No,Netherlands,,Female,,Not from the Netherlands,,,,,5,4,,,3,THE GREATEST (billie eilish),Billie Eilish,293840,82,0.407,0.192,7,-10.99,1,0.0368,0.637,3.33e-06,0.21,0.159,128.173,4
12,No,Netherlands,,Male,,Not from the Netherlands,,,,,5,5,,,1,Triple Bicephale,Le Dé,283283,49,0.476,0.537,9,-9.058,0,0.468,0.125,0.000822,0.0773,0.381,62.538,3
12,No,Netherlands,,Male,,Not from the Netherlands,,,,,5,5,,,2,Vision,"UdieNnx, HXVSAGE, Duduzinho",109732,68,0.681,0.734,8,-7.623,0,0.0279,0.0402,0.901,0.165,0.248,105.03,4
12,No,Netherlands,,Male,,Not from the Netherlands,,,,,5,5,,,3,Waited all night ,"Jamie xx, Romy, Oliver Sim, The xx",208334,50,0.691,0.73,4,-8.228,0,0.0372,0.0778,0.00992,0.0836,0.168,135.995,4
13,No,Netherlands,,Male,,Not from the Netherlands,,,,,6,5,,,1,In Drink - Joy Orbison,Joy Orbison,175280,40,0.802,0.504,6,-13.597,0,0.0555,0.0929,0.683,0.216,0.0943,122.009,4
13,No,Netherlands,,Male,,Music from the Netherlands (my home country),,,,,6,5,,,2,Leven Is Een Droom - The Opposites,The Opposites,216440,36,0.73,0.594,5,-9.096,0,0.22,0.0472,1.08e-05,0.106,0.291,96.027,4
13,No,Netherlands,,Male,,Not from the Netherlands,,,,,6,5,,,3,PSYCHOLOGIQUE - Tiakola,Tiakola,235932,60,0.794,0.66,6,-7.442,0,0.0704,0.138,0.0,0.0917,0.47,118.006,4
14,No,Netherlands,,Male,,Not from the Netherlands,,,,,4,5,,,1,Nosso Primeiro beijo (ao vivo) Gloria Groove,Gloria Groove,168805,74,0.507,0.68,7,-6.855,0,0.037,0.715,0.0,0.964,0.679,133.95,4
14,No,Netherlands,,Male,,Not from the Netherlands,,,,,4,5,,,2,Deixa de onda (porra nenhuma) Dennis,"DENNIS, Xamã, LUDMILLA",184999,53,0.815,0.69,9,-4.622,1,0.0469,0.29,0.0,0.312,0.654,135.036,4
14,No,Netherlands,,Male,,Music from the Netherlands (my home country),,,,,4,5,,,3,Hart in Brand- Froukje&S10,"Froukje, S10",146400,60,0.787,0.734,11,-5.058,0,0.0402,0.0601,0.0,0.343,0.947,124.987,4
15,No,Netherlands,,Female,,Not from the Netherlands,,,,,6,6,,,1,higher- Tems,Tems,196204,75,0.609,0.581,2,-10.854,1,0.277,0.509,0.0,0.283,0.528,102.964,3
15,No,Netherlands,,Female,,Music from the Netherlands (my home country),,,,,6,6,,,2,Nasa- Jonna fraser,"Jonna Fraser, Jeon",175335,52,0.613,0.715,1,-5.163,0,0.042,0.321,7.02e-06,0.15,0.362,95.03,4
15,No,Netherlands,,Female,,Not from the Netherlands,,,,,6,6,,,3,The hardest part- olivea dean,Olivia Dean,176048,87,0.537,0.57,0,-5.049,1,0.121,0.384,0.0,0.0991,0.429,187.76,4
16,No,Netherlands,,Female,,Not from the Netherlands,,,,,5,6,,,1,2 hands,Tate McRae,181820,66,0.608,0.806,1,-3.443,1,0.0486,0.121,0.0,0.191,0.587,104.032,4
16,No,Netherlands,,Female,,Not from the Netherlands,,,,,5,6,,,2,Revolving door,Tate McRae,180032,84,0.452,0.737,6,-6.22,1,0.27,0.354,0.0,0.105,0.179,147.822,4
16,No,Netherlands,,Female,,Not from the Netherlands,,,,,5,6,,,3,Running for the hills,Tate McRae,143940,83,0.543,0.857,8,-3.341,1,0.0945,0.502,0.0,0.119,0.321,129.918,4
17,Yes,Finland,more than 2 years,Female,Neither home nor NL,,5- Entirely,4- Slightly increased,5,7 - Strongly agree,6,4,6,7 - Strongly agree,1,Wywfm,The Neighbourhood,259413,67,0.557,0.845,8,-2.926,0,0.0346,0.0303,0.00851,0.354,0.508,123.997,4
17,Yes,Finland,more than 2 years,Female,Music from my home country/culture,,5- Entirely,4- Slightly increased,5,7 - Strongly agree,6,4,6,7 - Strongly agree,2,Moi em,"Wxrdie, Mcee Blue",203687,59,0.761,0.688,11,-9.544,1,0.309,0.455,0.0399,0.11,0.29,151.874,4
17,Yes,Finland,more than 2 years,Female,Neither home nor NL,,5- Entirely,4- Slightly increased,5,7 - Strongly agree,6,4,6,7 - Strongly agree,3,Be nice 2 me,Bladee,127791,61,0.449,0.631,7,-9.019,1,0.07,0.0732,9.27e-06,0.482,0.331,139.017,4
18,Yes,Belgium,3–6 months,Female,Neither home nor NL,,4- Much,3- No change,1 - Strongly Disagree,1 - Strongly Disagree,2,2,2,2,1,Butterflies - Justin Bieber,Justin Bieber,193525,63,0.588,0.547,9,-8.219,1,0.0313,0.733,1.16e-06,0.195,0.404,103.93,4
18,Yes,Belgium,3–6 months,Female,Neither home nor NL,,4- Much,3- No change,1 - Strongly Disagree,1 - Strongly Disagree,2,2,2,2,2,Revolving Door - Tate Mcrae,Tate McRae,180032,84,0.452,0.737,6,-6.22,1,0.27,0.354,0.0,0.105,0.179,147.822,4
18,Yes,Belgium,3–6 months,Female,Neither home nor NL,,4- Much,3- No change,1 - Strongly Disagree,1 - Strongly Disagree,2,2,2,2,3,Warm - Ariana Grande,Ariana Grande,201905,69,0.736,0.762,8,-6.48,1,0.0681,0.121,1.78e-05,0.0982,0.492,122.047,4
19,Yes,Hungary,more than 2 years,Male,Neither home nor NL,,1- Not at all,3- No change,6,5,7 - Strongly agree,6,1 - Strongly Disagree,4,1,Drunk-Dazed,ENHYPEN,193260,77,0.599,0.869,5,-5.174,0,0.0618,0.000707,0.0,0.0911,0.453,132.889,4
19,Yes,Hungary,more than 2 years,Male,Neither home nor NL,,1- Not at all,3- No change,6,5,7 - Strongly agree,6,1 - Strongly Disagree,4,2,Lalalala,Stray Kids,182224,78,0.705,0.849,0,-2.595,1,0.0493,0.0647,0.0,0.653,0.609,125.976,4
19,Yes,Hungary,more than 2 years,Male,Neither home nor NL,,1- Not at all,3- No change,6,5,7 - Strongly agree,6,1 - Strongly Disagree,4,3,Like Jennie,JENNIE,123517,89,0.811,0.743,10,-5.321,0,0.0611,0.281,0.00671,0.0868,0.815,130.019,4
20,Yes,Czechia,more than 2 years,Male,Neither home nor NL,,1- Not at all,5 - Strongly increased,5,4,5,7 - Strongly agree,5,5,1,Morning Glory,Oasis,303320,58,0.33,0.983,0,-3.038,1,0.0932,0.0664,4.68e-05,0.491,0.0968,136.952,4
20,Yes,Czechia,more than 2 years,Male,Neither home nor NL,,1- Not at all,5 - Strongly increased,5,4,5,7 - Strongly agree,5,5,2,She came in through the bathroom window,The Beatles,118626,59,0.53,0.72,2,-8.793,1,0.0338,0.00377,3.32e-05,0.314,0.69,80.656,4
20,Yes,Czechia,more than 2 years,Male,Neither home nor NL,,1- Not at all,5 - Strongly increased,5,4,5,7 - Strongly agree,5,5,3,The Passenger ,Iggy Pop,283360,73,0.498,0.889,0,-5.413,1,0.0544,0.0937,1.62e-06,0.734,0.696,134.882,4
21,No,Netherlands,,Female,,Not from the Netherlands,,,,,1 - Strongly Disagree,6,,,1,Poster boy,2hollis,121089,82,0.683,0.959,6,-0.505,0,0.056,0.0804,3.84e-06,0.0708,0.912,111.035,4
21,No,Netherlands,,Female,,Not from the Netherlands,,,,,1 - Strongly Disagree,6,,,2,Money so big ,Yeat,160052,74,0.693,0.575,2,-7.633,1,0.0906,0.121,0.0,0.104,0.353,138.016,4
21,No,Netherlands,,Female,,Not from the Netherlands,,,,,1 - Strongly Disagree,6,,,3,Yale ,Ken Carson,106533,74,0.724,0.449,1,-10.498,1,0.0565,0.000762,8.87e-06,0.128,0.441,142.013,4
22,No,Netherlands,,Male,,Not from the Netherlands,,,,,5,2,,,1,Golden Brown ,The Stranglers,206760,83,0.562,0.383,6,-15.474,1,0.0304,0.143,0.124,0.138,0.599,93.764,3
22,No,Netherlands,,Male,,Not from the Netherlands,,,,,5,2,,,2,Carta ao Tom 74,"Vinícius de Moraes, Toquinho, Quarteto Em Cy",158173,51,0.611,0.366,4,-10.89,0,0.291,0.874,0.000515,0.0838,0.593,146.052,4
22,No,Netherlands,,Male,,Not from the Netherlands,,,,,5,2,,,3,Águas De Março,"Elis Regina, Antônio Carlos Jobim",214003,69,0.683,0.517,0,-11.86,0,0.23,0.7,1.22e-05,0.109,0.673,144.129,4
23,No,Netherlands,,Female,,Not from the Netherlands,,,,,7 - Strongly agree,3,,,1,Blinding lights,The Weeknd,200040,91,0.513,0.73,1,-5.94,1,0.0598,0.00143,9.54e-05,0.0897,0.334,171.001,4
23,No,Netherlands,,Female,,Not from the Netherlands,,,,,7 - Strongly agree,3,,,2,Dewane,"Navaan Sandhu, Bir, Daaku",206512,76,0.646,0.631,1,-7.561,0,0.0344,0.415,0.0,0.168,0.369,129.933,4
23,No,Netherlands,,Female,,Not from the Netherlands,,,,,7 - Strongly agree,3,,,3,Noormahal,"Chani Nattan, Inderpal Moga, J-Statik",160000,66,0.751,0.612,1,-8.16,0,0.058,0.227,6.49e-06,0.107,0.526,89.961,4
24,Yes,India,more than 2 years,Female,Neither home nor NL,,1- Not at all,4- Slightly increased,3,5,5,3,3,5,1,Love of my life (harry styles) ,Harry Styles,191638,72,0.555,0.536,7,-8.233,1,0.0452,0.669,0.0,0.0623,0.203,118.057,4
24,Yes,India,more than 2 years,Female,Neither home nor NL,,1- Not at all,4- Slightly increased,3,5,5,3,3,5,2,Busy woman (sabrina carpenter),Sabrina Carpenter,186612,83,0.727,0.755,7,-5.152,1,0.036,0.17,0.0,0.101,0.903,117.015,4
24,Yes,India,more than 2 years,Female,Neither home nor NL,,1- Not at all,4- Slightly increased,3,5,5,3,3,5,3,Don’t smile (sabrina carpenter),Sabrina Carpenter,206295,79,0.628,0.453,1,-10.141,1,0.0271,0.448,0.000538,0.165,0.328,89.969,4
25,Yes,Lebanon,more than 2 years,Female,Neither home nor NL,,1- Not at all,4- Slightly increased,6,3,6,4,2,2,1,Show Me Love (Tyla’s Version),"WizTheMc, bees & honey, Tyla",176957,82,0.673,0.74,5,-5.387,0,0.0452,0.0171,2.32e-05,0.101,0.211,106.966,4
25,Yes,Lebanon,more than 2 years,Female,Neither home nor NL,,1- Not at all,4- Slightly increased,6,3,6,4,2,2,2,BAILE INoLVIDABLE,Bad Bunny,367725,93,0.168,0.00332,10,-46.113,1,0.0615,0.192,0.79,0.112,0.219,119.387,3
25,Yes,Lebanon,more than 2 years,Female,Neither home nor NL,,1- Not at all,4- Slightly increased,6,3,6,4,2,2,3,Wings (I Won’t Let You Down),"Armand Van Helden, Karen Harding",171904,61,0.692,0.856,1,-2.963,0,0.0351,0.0746,1.15e-05,0.153,0.963,125.99,3
26,Yes,China,3–6 months,Female,Neither home nor NL,,1- Not at all,4- Slightly increased,3,2,2,1 - Strongly Disagree,2,2,1,Last Christmas,Wham!,262960,92,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,4
26,Yes,China,3–6 months,Female,Neither home nor NL,,1- Not at all,4- Slightly increased,3,2,2,1 - Strongly Disagree,2,2,2,Boyfriend,Justin Bieber,171333,77,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,4
26,Yes,China,3–6 months,Female,Neither home nor NL,,1- Not at all,4- Slightly increased,3,2,2,1 - Strongly Disagree,2,2,3,Zoo,"Disney, Shakira",190822,80,0.856,0.8,2,-5.892,1,0.0839,0.332,0.0,0.167,0.903,129.033,4
27,Yes,China,more than 2 years,Female,Neither home nor NL,,3- Neutral,1- Strongly decreased,3,4,4,4,4,4,1,My tears,Taylor Swift,255893,80,0.469,0.263,0,-10.63,1,0.0329,0.806,0.0,0.0749,0.112,129.86,4
27,Yes,China,more than 2 years,Female,Neither home nor NL,,3- Neutral,1- Strongly decreased,3,4,4,4,4,4,2,Snow on the beach,"Taylor Swift, Lana Del Rey",229942,73,0.664,0.399,6,-10.997,0,0.0349,0.797,3.13e-06,0.105,0.265,109.937,4
27,Yes,China,more than 2 years,Female,Neither home nor NL,,3- Neutral,1- Strongly decreased,3,4,4,4,4,4,3,But daddy I love him ,Taylor Swift,340428,68,0.521,0.72,4,-7.684,1,0.104,0.384,0.0,0.135,0.438,79.943,4
28,Yes,India,1–2 years,Female,Neither home nor NL,,3- Neutral,5 - Strongly increased,6,4,7 - Strongly agree,7 - Strongly agree,4,6,1,Velda,"Bad Bunny, Omar Courtz, Dei V",235336,89,0.613,0.981,1,-18.638,1,0.149,0.29,0.0023,0.437,0.0337,101.852,3
28,Yes,India,1–2 years,Female,Neither home nor NL,,3- Neutral,5 - Strongly increased,6,4,7 - Strongly agree,7 - Strongly agree,4,6,2,Something,Girl's Day,200705,60,0.813,0.683,6,-3.813,0,0.0285,0.179,0.0,0.0748,0.668,107.95,4
28,Yes,India,1–2 years,Female,Music from my home country/culture,,3- Neutral,5 - Strongly increased,6,4,7 - Strongly agree,7 - Strongly agree,4,6,3,Jaane kyun,"Vishal-Shekhar, Vishal Dadlani",277986,57,0.778,0.812,4,-8.561,0,0.046,0.0573,8.28e-06,0.243,0.791,99.962,4
29,Yes,prefer not to say,3–6 months,Male,Neither home nor NL,,3- Neutral,3- No change,1 - Strongly Disagree,1 - Strongly Disagree,3,3,2,2,1,lemon,Kenshi Yonezu,255826,73,0.525,0.646,11,-4.963,1,0.0268,0.304,0.0,0.297,0.373,86.957,4
29,Yes,prefer not to say,3–6 months,Male,Neither home nor NL,,3- Neutral,3- No change,1 - Strongly Disagree,1 - Strongly Disagree,3,3,2,2,2,apology letter,kensuke ushio,300432,24,0.574,0.816,10,-6.633,0,0.0339,4.56e-06,0.0476,0.103,0.638,124.982,4
29,Yes,prefer not to say,3–6 months,Male,Neither home nor NL,,3- Neutral,3- No change,1 - Strongly Disagree,1 - Strongly Disagree,3,3,2,2,3,さよならの夏～コクリコ坂から,広橋真紀子,320680,46,0.353,0.123,8,-16.998,0,0.0563,0.991,0.886,0.109,0.0826,66.273,4
30,Yes,Brazil,more than 2 years,Male,Neither home nor NL,,3- Neutral,4- Slightly increased,2,3,5,6,1 - Strongly Disagree,2,1,This is Who I am,Celeste,230520,57,0.501,0.418,2,-7.168,0,0.0377,0.105,2.08e-06,0.106,0.202,117.776,4
30,Yes,Brazil,more than 2 years,Male,Neither home nor NL,,3- Neutral,4- Slightly increased,2,3,5,6,1 - Strongly Disagree,2,2,Love the Hell Out of You,Lewis Capaldi,205080,74,0.325,0.472,1,-5.972,1,0.0397,0.52,0.0,0.367,0.206,166.807,3
30,Yes,Brazil,more than 2 years,Male,Neither home nor NL,,3- Neutral,4- Slightly increased,2,3,5,6,1 - Strongly Disagree,2,3,Chopin C Minor ,Noble Music Project,242095,21,0.309,0.095,6,-22.75,0,0.0462,0.984,0.936,0.0966,0.0951,62.52,4
31,Yes,Taiwan,more than 2 years,Male,Neither home nor NL,,1- Not at all,2-Slightly decreased,5,2,5,4,5,5,1,Home Sweet Home,"G-DRAGON, TAEYANG, DAESUNG",211330,65,0.633,0.752,10,-4.5,0,0.0726,0.00275,1.45e-06,0.0966,0.408,149.947,4
31,Yes,Taiwan,more than 2 years,Male,Neither home nor NL,,1- Not at all,2-Slightly decreased,5,2,5,4,5,5,2,Beautiful Things,Benson Boone,180304,85,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
31,Yes,Taiwan,more than 2 years,Male,Music from my home country/culture,,1- Not at all,2-Slightly decreased,5,2,5,4,5,5,3,幾乎是愛情,Eric Chou,253728,52,0.487,0.252,1,-10.135,1,0.0261,0.853,0.0,0.111,0.307,80.089,4
32,Yes,Italy,more than 2 years,Female,Music from my home country/culture,,3- Neutral,4- Slightly increased,3,3,3,5,3,1 - Strongly Disagree,1,Lacrime di Coccodrillo,"Joe Barbieri, Chiara Civello",271491,30,0.578,0.343,11,-10.375,0,0.0346,0.788,0.000324,0.0842,0.291,99.916,4
32,Yes,Italy,more than 2 years,Female,Music from my home country/culture,,3- Neutral,4- Slightly increased,3,3,3,5,3,1 - Strongly Disagree,2,Chillato,"Mattak, Disse",203598,30,0.845,0.624,4,-5.054,0,0.279,0.157,4.79e-05,0.125,0.207,87.172,4
32,Yes,Italy,more than 2 years,Female,Music from my home country/culture,,3- Neutral,4- Slightly increased,3,3,3,5,3,1 - Strongly Disagree,3,Solipsia,"Mattak, Silent Bob",214914,32,0.693,0.664,7,-5.686,0,0.363,0.217,0.0,0.116,0.414,68.285,4
33,No,Netherlands,,Male,,Not from the Netherlands,,,,,4,2,,,1,BIRDS OF A FEATHER,Billie Eilish,210373,95,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
33,No,Netherlands,,Male,,Not from the Netherlands,,,,,4,2,,,2,踊り子,Vaundy,229328,73,0.712,0.517,7,-10.157,1,0.0533,0.826,0.8,0.0949,0.686,157.038,4
33,No,Netherlands,,Male,,Not from the Netherlands,,,,,4,2,,,3,0X1=LOVESONG (I Know I Love You),"TOMORROW X TOGETHER, Seori",202203,70,0.584,0.836,0,-4.925,1,0.079,0.0558,0.0,0.0663,0.484,104.973,4
34,Yes,France,more than 2 years,Female,Neither home nor NL,,3- Neutral,2-Slightly decreased,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,1,Normal girl,SZA,253590,76,0.624,0.532,0,-7.146,1,0.124,0.269,5.17e-05,0.158,0.362,76.453,4
34,Yes,France,more than 2 years,Female,Neither home nor NL,,3- Neutral,2-Slightly decreased,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,2,TBH,PARTYNEXTDOOR,123080,81,0.543,0.681,1,-7.876,0,0.0477,0.159,1.49e-06,0.298,0.154,124.926,4
34,Yes,France,more than 2 years,Female,Neither home nor NL,,3- Neutral,2-Slightly decreased,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,3,Twenty eight ,The Weeknd,258453,63,0.638,0.633,3,-7.338,0,0.0355,0.574,0.000224,0.111,0.243,130.006,4
35,No,Netherlands,,Male,,Music from the Netherlands (my home country),,,,,6,5,,,1,Harder dan ik hebben kan - Bløf,BLØF,253893,59,0.615,0.395,7,-9.737,1,0.0247,0.0919,0.000132,0.146,0.345,90.007,4
35,No,Netherlands,,Male,,Music from the Netherlands (my home country),,,,,6,5,,,2,Aan de kust - Bløf,BLØF,223000,55,0.514,0.311,7,-10.397,1,0.0478,0.934,5.25e-06,0.132,0.224,78.152,3
35,No,Netherlands,,Male,,Music from the Netherlands (my home country),,,,,6,5,,,3,Oceaan - Racoon,Racoon,164757,64,0.51,0.313,9,-8.961,1,0.0406,0.87,0.0,0.108,0.211,96.467,4
